Date,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2022-07-04,2022,7,4,0.0,0.0,0.0,0.0,29.4,33.8,26.7,4.3,20.6
2022-07-05,2022,7,5,0.4,0.2,0.4,0.4,27.5,30.9,25.3,4.7,27.4
2022-07-06,2022,7,6,0.0,0.0,0.0,0.0,28.5,31.5,26.1,4.2,24.1
2022-07-07,2022,7,7,9.8,6.0,9.6,9.8,29.0,32.1,25.9,6.4,21.7
2022-07-08,2022,7,8,7.2,2.4,3.4,6.0,27.9,31.2,23.5,5.1,24.8
2022-07-09,2022,7,9,0.0,0.0,0.0,0.0,29.2,32.0,27.3,5.8,24.8
2022-07-10,2022,7,10,8.6,6.8,6.8,8.6,27.4,29.2,24.8,5.6,25.2
2022-07-11,2022,7,11,0.0,0.0,0.0,0.0,28.0,32.0,25.5,6.3,28.5
2022-07-12,2022,7,12,0.0,0.0,0.0,0.0,28.5,31.2,26.8,5.1,24.1
2022-07-13,2022,7,13,0.0,0.0,0.0,0.0,28.4,30.8,26.6,5.1,20.6
2022-07-14,2022,7,14,0.6,0.4,0.6,0.6,28.8,31.8,27.3,5.4,24.8
2022-07-15,2022,7,15,0.0,0.0,0.0,0.0,28.7,31.1,27.3,7.1,24.4
2022-07-16,2022,7,16,0.0,0.0,0.0,0.0,29.0,31.5,27.3,8.7,34.3
2022-07-17,2022,7,17,0.0,0.0,0.0,0.0,29.6,33.6,27.8,5.6,19.8
2022-07-18,2022,7,18,0.0,0.0,0.0,0.0,29.5,32.8,27.6,6.3,23.7
2022-07-19,2022,7,19,0.0,0.0,0.0,0.0,29.6,33.3,27.5,7.6,31.7
2022-07-20,2022,7,20,10.2,6.2,6.2,6.2,26.5,29.0,22.4,5.0,29.1
2022-07-21,2022,7,21,1.2,1.2,1.2,1.2,28.3,31.8,26.5,5.9,30.9
2022-07-22,2022,7,22,5.0,4.6,4.8,4.8,27.2,30.4,24.7,3.3,26.3
2022-07-23,2022,7,23,0.0,0.0,0.0,0.0,28.2,33.5,25.3,3.2,23.7
2022-07-24,2022,7,24,1.0,0.4,0.4,0.6,27.1,32.2,25.2,3.0,20.6
2022-07-25,2022,7,25,10.2,10.2,10.2,10.2,27.0,30.7,23.7,3.3,23.3
2022-07-26,2022,7,26,35.4,29.2,41.4,42.2,26.3,30.6,23.0,4.9,20.9
2022-07-27,2022,7,27,0.0,0.0,0.0,0.0,28.5,31.4,26.2,7.8,37.0
2022-07-28,2022,7,28,0.0,0.0,0.0,0.0,28.8,32.3,27.6,5.8,28.5
2022-07-29,2022,7,29,19.4,11.2,12.4,18.0,27.6,31.3,23.2,5.7,42.4
2022-07-30,2022,7,30,0.0,0.2,0.2,0.2,28.1,31.8,25.3,7.8,28.5
2022-07-31,2022,7,31,0.0,0.0,0.0,0.0,28.4,31.9,26.9,6.9,28.9
2022-08-01,2022,8,1,0.2,0.2,0.2,0.2,28.2,30.9,26.2,3.6,21.7
2022-08-02,2022,8,2,33.2,9.8,15.8,26.0,26.5,31.3,23.2,3.8,36.7
2022-08-03,2022,8,3,26.4,13.4,15.8,16.0,26.1,28.8,23.0,3.4,29.1
2022-08-04,2022,8,4,4.4,2.8,3.0,4.2,26.0,28.7,23.5,3.9,18.3
2022-08-05,2022,8,5,0.0,0.0,0.0,0.0,27.5,30.4,25.3,5.1,20.6
2022-08-06,2022,8,6,0.0,0.0,0.0,0.0,28.4,32.1,25.2,5.6,28.5
2022-08-07,2022,8,7,22.2,19.2,22.0,22.2,27.8,30.3,22.5,6.0,31.7
2022-08-08,2022,8,8,0.0,0.0,0.0,0.0,28.9,31.9,27.3,8.5,31.3
2022-08-09,2022,8,9,0.0,0.0,0.0,0.0,28.9,32.7,26.6,5.9,25.6
2022-08-10,2022,8,10,0.0,0.0,0.0,0.0,28.9,31.9,27.1,8.9,33.9
2022-08-11,2022,8,11,0.0,0.0,0.0,0.0,29.4,32.9,27.5,8.9,30.9
2022-08-12,2022,8,12,0.0,0.0,0.0,0.0,29.3,33.2,27.6,5.2,30.2
2022-08-13,2022,8,13,13.4,8.2,12.8,13.2,27.4,30.3,22.9,4.0,29.8
2022-08-14,2022,8,14,0.4,0.4,0.4,0.4,28.0,33.0,24.7,4.5,36.3
2022-08-15,2022,8,15,0.0,0.0,0.0,0.0,28.7,31.8,26.3,4.9,23.7
2022-08-16,2022,8,16,33.4,31.0,31.8,33.2,27.2,30.3,21.9,3.9,32.4
2022-08-17,2022,8,17,0.0,0.0,0.0,0.0,28.6,31.9,26.4,6.6,38.5
2022-08-18,2022,8,18,11.4,9.6,10.4,10.4,28.1,30.9,23.6,4.9,43.5
2022-08-19,2022,8,19,0.0,0.0,0.0,0.0,28.4,30.6,26.3,5.3,24.8
2022-08-20,2022,8,20,10.0,6.4,6.8,9.8,27.7,30.8,24.8,4.1,35.0
2022-08-21,2022,8,21,76.4,46.4,57.8,76.0,26.2,28.6,22.5,5.2,42.0
2022-08-22,2022,8,22,0.0,0.0,0.0,0.0,28.3,31.4,26.0,6.7,29.4
2022-08-23,2022,8,23,17.6,6.8,10.2,14.4,26.3,29.4,23.9,2.7,20.6
2022-08-24,2022,8,24,3.2,2.2,2.6,3.2,27.1,31.5,23.8,4.7,38.2
2022-08-25,2022,8,25,16.0,11.4,11.6,11.6,27.0,29.6,23.7,6.6,43.5
2022-08-26,2022,8,26,35.8,28.4,29.0,31.2,25.6,27.5,23.0,3.4,35.6
2022-08-27,2022,8,27,21.6,7.2,11.8,14.4,25.8,31.6,23.9,3.2,21.7
2022-08-28,2022,8,28,8.579601518026568,4.8065464895635674,6.039753320683112,6.994592030360532,27.609428571428573,31.74028571428572,24.87457142857143,5.047734138972809,27.406767676767675
2022-08-29,2022,8,29,7.2,5.2,6.4,7.0,26.7,31.0,23.3,3.3,17.6
2022-08-30,2022,8,30,0.0,0.0,0.0,0.0,27.1,30.0,26.1,5.0,20.9
2022-08-31,2022,8,31,0.0,0.0,0.0,0.0,28.5,32.7,25.3,4.7,23.3
2022-09-01,2022,9,1,0.2,0.2,0.2,0.2,28.3,32.6,26.6,3.7,28.9
2022-09-02,2022,9,2,8.4,6.0,6.0,6.2,26.7,28.8,25.6,3.7,20.9
2022-09-03,2022,9,3,0.0,0.0,0.0,0.0,28.1,30.8,26.4,6.8,29.4
2022-09-04,2022,9,4,1.8,1.4,1.4,1.8,27.7,30.5,26.0,3.0,19.4
2022-09-05,2022,9,5,0.2,0.2,0.2,0.2,27.1,32.0,24.6,3.3,30.2
2022-09-06,2022,9,6,0.0,0.0,0.0,0.0,28.3,32.6,25.2,4.3,27.0
2022-09-07,2022,9,7,1.0,0.8,1.0,1.0,26.9,29.3,25.8,4.4,22.4
2022-09-08,2022,9,8,0.0,0.0,0.0,0.0,28.2,32.2,26.0,3.7,23.3
2022-09-09,2022,9,9,7.0,4.6,6.2,6.4,26.5,29.6,25.2,3.2,19.8
2022-09-10,2022,9,10,0.0,0.0,0.0,0.0,27.8,31.9,25.7,6.4,22.4
2022-09-11,2022,9,11,0.0,0.0,0.0,0.0,27.2,29.7,25.8,4.5,27.8
2022-09-12,2022,9,12,0.0,0.0,0.0,0.0,28.1,32.8,24.7,4.2,25.2
2022-09-13,2022,9,13,10.0,3.4,4.4,7.6,26.7,29.7,22.8,5.0,31.7
2022-09-14,2022,9,14,0.0,0.0,0.0,0.0,26.7,28.8,25.6,6.7,42.8
2022-09-15,2022,9,15,0.0,0.0,0.0,0.0,27.8,30.9,25.5,5.1,22.6
2022-09-16,2022,9,16,0.0,0.0,0.0,0.0,28.4,32.1,25.9,5.5,24.1
2022-09-17,2022,9,17,6.0,6.0,6.0,6.0,27.8,29.7,25.2,4.8,28.2
2022-09-18,2022,9,18,114.4,43.4,62.8,85.6,25.6,27.8,22.1,4.5,38.9
2022-09-19,2022,9,19,0.0,0.0,0.0,0.2,27.2,29.8,25.1,4.7,23.3
2022-09-20,2022,9,20,0.0,0.0,0.0,0.0,27.2,29.5,23.7,4.8,29.1
2022-09-21,2022,9,21,0.2,0.2,0.2,0.2,28.3,31.7,25.5,5.5,24.4
2022-09-22,2022,9,22,45.2,15.2,22.0,39.0,26.4,28.8,22.2,5.5,37.0
2022-09-23,2022,9,23,0.0,0.0,0.0,0.0,28.4,32.3,26.0,5.8,20.9
2022-09-24,2022,9,24,20.4,14.6,15.6,17.6,27.6,31.2,22.7,5.0,29.1
2022-09-25,2022,9,25,76.2,38.8,49.4,57.4,26.3,30.3,22.0,5.9,30.2
2022-09-26,2022,9,26,0.0,0.0,0.0,0.0,27.9,29.9,25.9,5.5,28.2
2022-09-27,2022,9,27,0.0,0.0,0.0,0.0,28.2,32.0,25.0,5.3,28.5
2022-09-28,2022,9,28,0.6,0.6,0.6,0.6,28.6,32.5,25.1,3.8,19.1
2022-09-29,2022,9,29,38.2,30.0,36.2,38.0,27.5,30.4,23.2,4.5,26.3
2022-09-30,2022,9,30,0.6,0.6,0.6,0.6,28.5,32.9,25.7,3.7,23.0
2022-10-01,2022,10,1,15.2,10.2,15.0,15.2,27.1,33.1,24.4,3.8,25.2
2022-10-02,2022,10,2,16.8,10.0,10.0,10.0,26.8,33.9,22.6,3.8,22.4
2022-10-03,2022,10,3,55.6,32.4,46.8,50.6,26.1,31.8,23.0,3.1,21.7
2022-10-04,2022,10,4,1.8,0.8,1.2,1.8,26.4,30.2,24.4,3.9,19.4
2022-10-05,2022,10,5,74.0,23.2,35.0,61.8,26.2,29.4,23.1,3.8,25.6
2022-10-06,2022,10,6,7.6,6.4,6.4,6.4,26.0,30.4,24.2,3.4,23.7
2022-10-07,2022,10,7,12.2,3.6,6.0,7.6,25.2,28.4,23.5,4.1,27.0
2022-10-08,2022,10,8,0.0,0.0,0.0,0.0,26.9,31.7,23.8,4.3,20.6
2022-10-09,2022,10,9,1.2,0.4,0.6,1.2,27.7,31.6,24.9,3.6,17.2
2022-10-10,2022,10,10,2.6,2.0,2.0,2.4,26.7,29.0,23.5,4.8,45.4
2022-10-11,2022,10,11,1.8,0.8,1.4,1.8,28.3,32.8,24.9,4.2,22.4
2022-10-12,2022,10,12,37.2,13.2,15.4,27.4,26.2,29.5,22.5,5.0,24.8
2022-10-13,2022,10,13,0.0,0.0,0.0,0.0,28.6,33.0,25.4,4.2,21.3
2022-10-14,2022,10,14,5.0,4.8,4.8,4.8,27.7,30.7,24.3,5.6,23.7
2022-10-15,2022,10,15,0.0,0.0,0.0,0.0,28.7,32.5,26.1,6.0,22.4
2022-10-16,2022,10,16,96.8,31.2,50.8,71.4,27.0,31.4,22.2,4.1,32.0
2022-10-17,2022,10,17,13.8,11.0,12.8,13.2,27.5,32.2,23.4,4.0,23.0
2022-10-18,2022,10,18,0.0,0.0,0.0,0.0,28.3,31.6,25.5,4.0,16.9
2022-10-19,2022,10,19,1.6,1.2,1.2,1.2,28.8,33.6,26.9,4.0,17.6
2022-10-20,2022,10,20,0.0,0.0,0.0,0.0,29.6,34.0,26.7,3.9,19.8
2022-10-21,2022,10,21,17.8,8.8,11.2,16.0,26.5,29.6,23.8,3.4,23.0
2022-10-22,2022,10,22,2.2,0.8,1.2,1.4,26.6,32.0,24.4,4.7,19.8
2022-10-23,2022,10,23,0.2,0.2,0.2,0.2,26.8,30.3,24.0,4.6,22.6
2022-10-24,2022,10,24,0.4,0.2,0.4,0.4,27.4,30.8,25.6,4.1,20.6
2022-10-25,2022,10,25,10.4,3.2,4.4,7.8,26.9,32.0,23.3,4.5,25.2
2022-10-26,2022,10,26,9.4,3.8,4.8,5.8,25.8,29.1,23.0,4.5,26.7
2022-10-27,2022,10,27,1.8,1.8,1.8,1.8,27.6,32.1,24.1,7.1,27.4
2022-10-28,2022,10,28,1.6,0.6,0.6,1.0,27.9,32.8,25.0,6.1,22.0
2022-10-29,2022,10,29,0.0,0.0,0.0,0.0,27.9,32.1,25.3,4.3,21.7
2022-10-30,2022,10,30,66.4,30.2,42.6,54.0,28.0,32.8,23.2,4.9,40.7
2022-10-31,2022,10,31,2.8,9.2,39.4,43.6,27.3,31.9,23.3,4.9,21.3
2022-11-01,2022,11,1,0.0,0.0,0.0,0.0,27.3,30.1,24.4,3.4,33.5
2022-11-02,2022,11,2,0.0,0.0,0.0,0.0,27.8,31.6,25.2,3.7,20.6
2022-11-03,2022,11,3,14.6,12.2,13.6,14.2,27.3,31.6,24.5,3.5,16.1
2022-11-04,2022,11,4,22.2,12.8,18.4,18.4,28.1,33.1,23.1,5.3,24.4
2022-11-05,2022,11,5,32.0,16.2,24.2,28.2,25.0,27.4,22.0,3.6,35.6
2022-11-06,2022,11,6,0.8,0.4,0.4,0.4,26.6,31.3,24.6,4.5,32.4
2022-11-07,2022,11,7,8.4,2.8,5.0,7.2,26.6,33.1,23.9,4.1,26.3
2022-11-08,2022,11,8,13.0,5.6,9.4,12.8,26.2,32.0,23.5,3.3,35.2
2022-11-09,2022,11,9,0.8,0.4,0.6,0.6,26.3,29.5,24.1,4.5,23.7
2022-11-10,2022,11,10,57.4,31.4,39.4,39.4,26.1,30.5,23.9,3.8,35.0
2022-11-11,2022,11,11,5.0,3.8,4.6,4.6,26.7,31.3,24.2,3.5,19.4
2022-11-12,2022,11,12,13.6,8.0,10.0,11.8,25.8,31.0,24.3,3.2,18.0
2022-11-13,2022,11,13,30.6,20.0,28.0,29.4,25.7,30.7,23.5,2.8,24.4
2022-11-14,2022,11,14,26.8,14.8,19.2,25.6,26.9,32.2,23.0,3.7,28.2
2022-11-15,2022,11,15,4.8,3.0,4.2,4.4,27.5,31.4,23.5,6.0,32.4
2022-11-16,2022,11,16,2.0,0.4,0.6,1.0,27.6,33.8,24.4,4.1,28.2
2022-11-17,2022,11,17,2.8,1.6,2.4,2.8,27.5,31.5,23.6,4.6,23.0
2022-11-18,2022,11,18,0.0,0.0,0.0,0.0,28.4,32.1,26.3,6.0,24.8
2022-11-19,2022,11,19,9.2,2.4,4.4,6.2,25.8,27.5,22.7,5.0,32.0
2022-11-20,2022,11,20,1.0,0.6,0.8,1.0,27.2,30.6,24.3,6.5,25.6
2022-11-21,2022,11,21,0.6,0.6,0.6,0.6,28.1,32.2,23.6,6.9,38.9
2022-11-22,2022,11,22,3.6,3.6,3.6,3.6,29.3,33.2,25.0,6.4,29.8
2022-11-23,2022,11,23,1.4,0.8,1.0,1.4,27.2,30.3,23.8,5.5,35.2
2022-11-24,2022,11,24,16.4,12.6,16.4,16.4,28.6,33.2,23.3,4.8,29.8
2022-11-25,2022,11,25,7.2,5.0,17.2,20.6,27.7,31.6,23.2,4.5,20.6
2022-11-26,2022,11,26,0.0,0.0,0.0,0.0,28.1,31.5,26.1,4.2,17.6
2022-11-27,2022,11,27,7.0,6.4,6.4,6.4,26.2,29.4,22.7,3.4,33.5
2022-11-28,2022,11,28,14.0,12.2,12.4,13.6,26.5,33.4,23.7,3.9,27.8
2022-11-29,2022,11,29,18.2,11.0,12.8,16.8,26.3,32.0,23.2,3.4,23.0
2022-11-30,2022,11,30,17.0,8.2,9.0,11.2,26.4,33.5,23.6,4.0,27.4
2022-12-01,2022,12,1,2.0,1.2,1.4,1.6,26.0,32.8,23.8,3.9,23.0
2022-12-02,2022,12,2,1.0,0.4,0.6,1.0,26.2,29.2,24.7,4.3,24.8
2022-12-03,2022,12,3,7.0,5.8,6.6,7.0,27.1,30.9,22.5,4.8,29.8
2022-12-04,2022,12,4,8.0,4.4,5.2,6.2,27.0,31.1,23.7,4.2,21.7
2022-12-05,2022,12,5,11.2,6.2,7.0,9.2,26.0,30.8,24.1,3.1,23.3
2022-12-06,2022,12,6,1.6,1.6,1.6,1.6,26.6,33.1,24.2,2.6,18.0
2022-12-07,2022,12,7,10.2,10.2,10.2,10.2,26.8,32.7,23.0,3.8,26.3
2022-12-08,2022,12,8,25.8,22.0,24.0,25.2,26.2,30.2,23.0,4.5,29.1
2022-12-09,2022,12,9,1.0,0.4,0.4,0.8,25.8,28.4,23.9,4.8,18.0
2022-12-10,2022,12,10,0.2,0.2,0.2,0.2,26.5,30.3,24.1,3.5,13.3
2022-12-11,2022,12,11,68.6,26.8,42.2,54.8,24.8,26.9,22.8,3.3,21.3
2022-12-12,2022,12,12,0.2,0.2,0.2,0.2,26.3,29.7,23.9,2.4,11.5
2022-12-13,2022,12,13,5.0,2.0,2.2,2.4,25.7,31.0,24.1,5.4,22.0
2022-12-14,2022,12,14,0.6,0.6,0.6,0.6,25.2,27.0,24.3,5.1,23.0
2022-12-15,2022,12,15,3.8,0.6,1.0,1.6,25.4,28.5,24.0,4.1,23.3
2022-12-16,2022,12,16,8.2,4.8,7.2,8.2,26.7,34.0,23.8,3.5,20.9
2022-12-17,2022,12,17,4.4,3.4,3.6,3.6,26.4,31.1,24.3,4.2,20.6
2022-12-18,2022,12,18,23.4,18.8,20.0,20.8,25.7,30.3,23.4,4.3,25.9
2022-12-19,2022,12,19,0.0,0.0,0.0,0.0,25.7,27.6,24.6,4.7,22.6
2022-12-20,2022,12,20,3.2,2.0,2.8,3.2,26.3,32.6,23.3,4.0,21.7
2022-12-21,2022,12,21,21.8,21.0,21.6,21.8,26.8,32.7,23.8,3.6,20.2
2022-12-22,2022,12,22,0.0,0.0,0.0,0.0,26.0,29.0,24.5,6.0,25.2
2022-12-23,2022,12,23,9.0,5.6,5.6,5.6,25.4,29.9,23.0,5.9,32.0
2022-12-24,2022,12,24,0.0,0.0,0.0,0.0,26.6,30.3,24.4,7.3,37.4
2022-12-25,2022,12,25,7.2,6.4,7.0,7.0,26.6,31.4,24.0,6.4,32.8
2022-12-26,2022,12,26,0.0,0.0,0.0,0.0,26.8,30.4,24.8,7.6,32.4
2022-12-27,2022,12,27,2.8,2.6,2.8,2.8,26.4,30.7,24.5,7.0,26.3
2022-12-28,2022,12,28,0.4,0.4,0.4,0.4,26.4,30.0,24.5,5.7,26.3
2022-12-29,2022,12,29,3.6,2.0,2.0,2.2,26.4,31.2,24.9,5.2,23.0
2022-12-30,2022,12,30,0.0,0.0,0.0,0.0,27.1,31.8,24.5,6.3,27.4
2022-12-31,2022,12,31,1.0,1.0,1.0,1.0,27.2,31.6,23.6,6.9,40.0
2023-01-01,2023,1,1,0.0,0.0,0.0,0.0,26.9,30.4,24.7,5.2,21.7
2023-01-02,2023,1,2,0.0,0.0,0.0,0.0,27.5,32.8,24.7,5.9,29.8
2023-01-03,2023,1,3,3.4,2.8,3.2,3.4,26.9,33.1,25.1,5.0,28.2
2023-01-04,2023,1,4,0.2,0.2,0.2,0.2,26.6,29.8,24.7,6.3,28.9
2023-01-05,2023,1,5,12.2,4.8,7.4,12.2,26.7,33.0,23.7,4.6,23.3
2023-01-06,2023,1,6,0.2,0.2,0.2,0.2,28.4,33.0,25.4,5.5,21.7
2023-01-07,2023,1,7,0.0,0.0,0.0,0.0,27.7,31.9,25.3,5.7,31.3
2023-01-08,2023,1,8,0.0,0.0,0.0,0.0,28.3,33.1,25.2,5.3,24.4
2023-01-09,2023,1,9,0.0,0.0,0.0,0.0,27.9,33.0,25.3,4.4,23.7
2023-01-10,2023,1,10,0.0,0.0,0.0,0.0,27.5,30.8,25.5,4.7,21.7
2023-01-11,2023,1,11,0.6,0.4,0.6,0.6,26.3,30.1,24.4,4.2,42.8
2023-01-12,2023,1,12,0.0,0.0,0.0,0.0,27.6,32.6,24.0,3.9,19.1
2023-01-13,2023,1,13,29.4,13.4,14.8,14.8,26.4,31.8,23.4,3.4,19.4
2023-01-14,2023,1,14,3.6,3.6,3.6,3.6,27.0,31.9,24.5,3.7,18.7
2023-01-15,2023,1,15,0.0,0.0,0.0,0.0,27.6,32.8,24.7,4.0,24.4
2023-01-16,2023,1,16,0.2,0.2,0.2,0.2,27.3,31.9,25.1,5.3,39.3
2023-01-17,2023,1,17,0.0,0.0,0.0,0.0,27.8,32.7,25.1,7.1,33.2
2023-01-18,2023,1,18,0.0,0.0,0.0,0.0,27.3,31.3,25.0,7.5,37.4
2023-01-19,2023,1,19,8.2,4.0,4.0,6.6,26.0,29.5,24.4,5.8,38.9
2023-01-20,2023,1,20,8.8,2.8,2.8,3.2,25.5,28.8,24.1,5.1,25.2
2023-01-21,2023,1,21,0.2,0.2,0.2,1.8,27.2,33.3,24.4,4.9,24.4
2023-01-22,2023,1,22,104.2,26.4,42.0,69.4,25.4,29.5,23.7,4.0,26.3
2023-01-23,2023,1,23,5.2,1.2,2.0,3.0,24.9,27.5,24.1,3.1,14.4
2023-01-24,2023,1,24,23.4,1.8,3.4,6.2,23.5,24.5,22.6,5.1,24.1
2023-01-25,2023,1,25,18.4,4.6,7.0,8.6,23.4,24.7,22.7,4.8,25.6
2023-01-26,2023,1,26,5.8,3.0,3.8,4.2,24.5,27.7,22.4,4.6,23.7
2023-01-27,2023,1,27,0.0,0.0,0.0,0.0,26.9,31.2,23.7,6.6,26.7
2023-01-28,2023,1,28,7.4,2.6,3.6,5.0,24.1,25.5,23.1,8.3,32.0
2023-01-29,2023,1,29,5.6,1.6,2.6,3.8,23.9,25.4,22.7,8.9,42.4
2023-01-30,2023,1,30,3.2,1.4,1.8,2.0,25.2,27.9,23.5,7.1,42.0
2023-01-31,2023,1,31,2.0,0.6,1.0,1.4,24.7,26.6,24.0,5.9,31.7
2023-02-01,2023,2,1,0.0,0.0,0.0,0.0,26.3,30.7,23.5,5.5,29.4
2023-02-02,2023,2,2,18.8,9.2,14.2,18.8,26.3,33.0,22.9,4.9,27.0
2023-02-03,2023,2,3,5.6,5.2,5.4,5.4,26.2,32.6,23.9,4.2,24.8
2023-02-04,2023,2,4,6.2,1.0,1.8,3.4,24.6,27.4,23.4,4.8,30.6
2023-02-05,2023,2,5,25.8,17.2,20.2,23.8,25.7,31.7,23.7,4.0,26.3
2023-02-06,2023,2,6,0.0,0.0,0.0,0.0,26.2,30.4,24.0,5.7,23.0
2023-02-07,2023,2,7,0.0,0.0,0.0,0.0,26.9,33.0,23.8,4.6,23.3
2023-02-08,2023,2,8,35.6,25.8,32.8,35.4,26.3,31.6,24.1,5.4,29.4
2023-02-09,2023,2,9,2.4,2.2,2.2,2.2,26.9,31.6,24.9,4.9,25.2
2023-02-10,2023,2,10,3.8,2.6,2.6,2.6,27.0,33.8,23.8,5.0,28.9
2023-02-11,2023,2,11,0.4,0.2,0.2,0.2,27.1,31.8,24.9,5.6,24.4
2023-02-12,2023,2,12,73.4,43.2,53.6,55.8,25.1,31.8,21.9,4.4,38.9
2023-02-13,2023,2,13,0.0,0.0,0.0,0.0,26.9,33.0,23.9,4.0,17.2
2023-02-14,2023,2,14,10.6,10.6,10.6,10.6,26.7,33.1,23.4,4.9,25.9
2023-02-15,2023,2,15,22.4,10.8,17.6,22.0,25.4,29.2,21.9,6.1,35.0
2023-02-16,2023,2,16,0.0,0.0,0.0,0.0,26.8,31.0,23.6,6.1,31.3
2023-02-17,2023,2,17,3.2,2.6,2.8,2.8,26.5,30.8,24.0,6.1,31.3
2023-02-18,2023,2,18,0.6,0.6,0.6,0.6,27.2,32.3,24.6,7.2,32.4
2023-02-19,2023,2,19,7.6,6.0,6.8,7.4,27.2,33.0,24.9,6.7,28.2
2023-02-20,2023,2,20,0.4,0.4,0.4,0.4,26.2,30.4,24.8,6.3,32.8
2023-02-21,2023,2,21,0.0,0.0,0.0,0.0,26.9,31.1,24.1,7.9,34.3
2023-02-22,2023,2,22,2.0,2.0,2.0,2.0,26.8,30.4,25.1,7.4,35.9
2023-02-23,2023,2,23,0.0,0.0,0.0,0.0,27.3,31.6,25.0,6.8,32.0
2023-02-24,2023,2,24,0.0,0.0,0.0,0.0,27.4,31.8,25.1,7.7,34.6
2023-02-25,2023,2,25,0.0,0.0,0.0,0.0,27.0,31.1,24.5,6.5,33.5
2023-02-26,2023,2,26,0.4,0.2,0.2,0.2,26.9,31.2,24.2,10.3,45.4
2023-02-27,2023,2,27,0.6,0.2,0.2,0.2,26.7,30.1,24.1,8.4,44.6
2023-02-28,2023,2,28,167.8,30.8,40.8,71.4,24.4,27.3,21.9,5.9,43.5
2023-03-01,2023,3,1,60.4,14.6,22.6,33.8,23.2,26.3,21.3,5.2,25.6
2023-03-02,2023,3,2,30.6,13.6,19.2,23.8,24.3,31.1,22.2,4.0,38.9
2023-03-03,2023,3,3,43.6,9.4,12.0,13.6,23.9,24.8,23.0,4.2,26.7
2023-03-04,2023,3,4,22.4,5.4,9.2,14.8,23.7,24.8,21.9,7.8,38.2
2023-03-05,2023,3,5,12.0,5.0,6.4,7.8,25.0,29.1,23.3,4.8,31.7
2023-03-06,2023,3,6,2.2,2.2,2.2,2.2,25.5,30.3,23.2,6.1,26.7
2023-03-07,2023,3,7,0.0,0.0,0.0,0.0,25.9,29.8,23.5,8.0,34.6
2023-03-08,2023,3,8,0.0,0.0,0.0,0.0,26.4,30.6,24.3,7.7,35.2
2023-03-09,2023,3,9,0.0,0.0,0.0,0.0,27.0,31.7,24.4,8.4,37.0
2023-03-10,2023,3,10,0.0,0.0,0.0,0.0,27.1,30.7,25.0,8.6,30.9
2023-03-11,2023,3,11,0.0,0.0,0.0,0.0,27.2,31.3,25.0,7.6,28.2
2023-03-12,2023,3,12,4.0,2.4,3.0,3.2,26.8,33.0,24.5,6.3,25.2
2023-03-13,2023,3,13,0.0,0.0,0.0,0.0,26.8,31.1,24.7,9.3,40.0
2023-03-14,2023,3,14,0.4,0.2,0.2,0.2,26.3,29.8,24.1,7.6,33.2
2023-03-15,2023,3,15,0.0,0.0,0.0,0.0,26.5,30.0,23.8,7.7,32.8
2023-03-16,2023,3,16,0.0,0.0,0.0,0.0,27.3,32.1,24.3,8.8,32.8
2023-03-17,2023,3,17,0.0,0.0,0.0,0.0,27.5,31.9,24.9,8.4,29.4
2023-03-18,2023,3,18,0.0,0.0,0.0,0.0,27.4,31.4,24.9,8.4,33.9
2023-03-19,2023,3,19,35.0,30.0,30.2,34.4,26.9,32.0,23.6,6.0,31.3
2023-03-20,2023,3,20,13.6,7.6,13.2,13.4,26.7,31.7,23.7,5.0,24.4
2023-03-21,2023,3,21,8.4,5.6,8.0,8.2,26.9,32.0,22.9,4.2,28.2
2023-03-22,2023,3,22,3.0,2.8,3.0,3.0,27.4,33.1,25.1,4.5,20.9
2023-03-23,2023,3,23,0.0,0.0,0.0,0.0,28.1,34.8,25.2,4.5,22.0
2023-03-24,2023,3,24,1.2,0.8,1.0,1.2,27.4,31.9,25.5,3.8,19.4
2023-03-25,2023,3,25,8.0,4.2,5.2,6.8,26.1,31.0,24.3,3.9,22.0
2023-03-26,2023,3,26,0.2,0.2,0.2,0.2,27.0,32.8,24.3,3.9,26.3
2023-03-27,2023,3,27,4.2,2.0,2.4,2.6,25.6,26.8,24.0,3.5,32.4
2023-03-28,2023,3,28,0.0,0.0,0.0,0.0,28.6,33.6,24.9,4.3,27.0
2023-03-29,2023,3,29,24.0,15.6,22.8,23.8,27.2,34.3,24.4,5.3,32.4
2023-03-30,2023,3,30,43.2,19.4,32.8,41.2,26.4,33.3,22.1,4.9,23.0
2023-03-31,2023,3,31,26.8,14.6,19.0,20.2,26.6,33.7,24.2,3.1,25.2
2023-04-01,2023,4,1,19.4,12.8,17.2,19.4,26.7,32.9,24.1,3.8,25.2
2023-04-02,2023,4,2,0.0,0.0,0.0,0.0,27.8,32.2,25.4,3.3,19.4
2023-04-03,2023,4,3,35.4,18.4,27.8,31.6,25.8,28.9,22.9,3.7,18.3
2023-04-04,2023,4,4,0.0,0.0,0.0,0.0,28.9,34.1,24.8,4.0,22.4
2023-04-05,2023,4,5,8.2,5.4,8.0,8.0,27.3,29.5,23.5,3.2,31.7
