Date,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2021-09-30,2021,9,30,28.2,14.4,16.8,19.4,26.2,28.2,24.6,6.4,31.3
2021-10-01,2021,10,1,29.2,11.0,16.2,20.0,26.5,30.2,22.9,7.2,56.1
2021-10-02,2021,10,2,1.4,1.2,1.2,1.4,26.1,28.9,23.3,3.5,23.0
2021-10-03,2021,10,3,0.0,0.0,0.0,0.0,28.2,33.1,24.9,3.4,20.9
2021-10-04,2021,10,4,0.0,0.0,0.0,0.0,28.9,32.6,25.9,4.1,19.8
2021-10-05,2021,10,5,7.4,4.8,4.8,4.8,27.4,28.9,22.4,4.2,44.3
2021-10-06,2021,10,6,0.0,0.0,0.0,0.0,29.3,33.1,26.4,6.3,27.4
2021-10-07,2021,10,7,0.0,0.0,0.0,0.0,29.1,32.4,26.6,6.4,25.6
2021-10-08,2021,10,8,0.0,0.0,0.0,0.0,29.5,33.4,27.2,7.0,21.7
2021-10-09,2021,10,9,0.0,0.0,0.0,0.0,29.4,33.1,27.5,7.5,27.0
2021-10-10,2021,10,10,23.8,23.4,23.6,23.6,27.9,31.2,23.9,4.3,32.0
2021-10-11,2021,10,11,0.0,0.0,0.0,0.0,29.2,33.0,25.9,6.7,28.2
2021-10-12,2021,10,12,0.0,0.0,0.0,0.0,29.7,32.8,28.0,6.1,27.0
2021-10-13,2021,10,13,7.0,7.0,7.0,7.0,29.3,32.6,25.8,6.3,25.6
2021-10-14,2021,10,14,0.0,0.0,0.0,0.0,29.3,31.7,27.9,9.1,31.7
2021-10-15,2021,10,15,0.0,0.0,0.0,0.0,29.4,32.7,24.6,7.1,31.7
2021-10-16,2021,10,16,0.0,0.0,0.0,0.0,29.3,32.4,27.9,6.2,27.8
2021-10-17,2021,10,17,22.2,20.6,21.2,21.2,27.3,32.6,23.5,2.8,25.9
2021-10-18,2021,10,18,4.0,3.8,4.0,4.0,27.3,31.6,24.9,2.9,25.2
2021-10-19,2021,10,19,0.2,0.2,0.2,0.2,28.4,32.5,25.8,4.6,27.4
2021-10-20,2021,10,20,18.6,11.4,11.6,12.8,26.2,30.6,24.1,4.1,42.4
2021-10-21,2021,10,21,0.0,0.0,0.0,0.0,27.0,32.2,24.5,4.3,22.6
2021-10-22,2021,10,22,0.6,0.6,0.6,0.6,27.6,32.2,25.4,4.3,26.7
2021-10-23,2021,10,23,4.4,4.0,4.2,4.2,27.3,32.8,25.2,3.0,22.0
2021-10-24,2021,10,24,0.0,0.0,0.0,0.0,27.6,33.4,25.3,4.0,24.4
2021-10-25,2021,10,25,0.0,0.0,0.0,0.0,28.0,32.6,25.2,3.9,26.3
2021-10-26,2021,10,26,0.0,0.0,0.0,0.0,28.6,33.8,25.5,4.0,24.4
2021-10-27,2021,10,27,2.4,2.0,2.4,2.4,28.8,33.7,24.6,4.7,24.4
2021-10-28,2021,10,28,5.8,5.0,5.8,5.8,27.4,28.9,23.8,4.2,37.4
2021-10-29,2021,10,29,0.0,0.0,0.0,0.0,28.6,32.7,26.2,4.6,28.2
2021-10-30,2021,10,30,7.8,7.6,7.8,7.8,28.6,33.0,25.3,4.0,24.8
2021-10-31,2021,10,31,11.6,5.0,5.0,5.0,26.9,32.5,24.2,3.7,28.5
2021-11-01,2021,11,1,20.4,17.0,19.6,19.8,26.1,30.9,23.4,3.2,30.6
2021-11-02,2021,11,2,27.8,15.4,22.6,25.8,25.7,32.5,23.2,4.5,30.2
2021-11-03,2021,11,3,26.6,23.6,25.8,25.8,26.3,31.0,23.8,3.7,19.4
2021-11-04,2021,11,4,2.2,1.0,1.2,1.4,26.9,33.0,24.5,4.1,22.6
2021-11-05,2021,11,5,7.6,5.4,5.6,6.2,26.5,32.1,24.3,3.3,22.0
2021-11-06,2021,11,6,0.8,0.8,0.8,0.8,27.9,32.9,24.2,3.3,16.9
2021-11-07,2021,11,7,15.4,8.0,11.8,14.6,27.3,31.2,25.2,3.5,22.4
2021-11-08,2021,11,8,0.6,0.4,0.4,0.6,27.2,30.4,25.4,3.1,16.1
2021-11-09,2021,11,9,38.4,31.2,36.2,36.8,26.6,33.3,22.9,4.0,45.4
2021-11-10,2021,11,10,14.0,4.0,7.0,10.4,25.7,28.9,23.7,5.1,28.5
2021-11-11,2021,11,11,0.6,0.4,0.4,0.4,27.5,31.9,24.2,6.0,24.8
2021-11-12,2021,11,12,3.4,3.0,3.0,3.2,27.5,31.9,22.9,5.6,30.2
2021-11-13,2021,11,13,11.4,8.8,9.8,10.4,26.4,27.9,23.0,5.5,33.2
2021-11-14,2021,11,14,0.0,0.0,0.0,0.0,28.8,34.5,25.9,4.1,16.5
2021-11-15,2021,11,15,1.0,0.8,0.8,0.8,27.5,31.5,26.2,4.0,23.7
2021-11-16,2021,11,16,0.6,0.6,0.6,0.6,28.3,33.7,25.4,3.7,22.0
2021-11-17,2021,11,17,5.0,3.6,4.8,5.0,28.0,33.1,25.0,4.0,20.9
2021-11-18,2021,11,18,43.4,28.2,37.4,40.2,26.7,30.7,22.6,3.6,32.4
2021-11-19,2021,11,19,0.0,0.0,0.0,0.0,28.2,32.4,25.1,3.7,20.6
2021-11-20,2021,11,20,13.0,10.6,11.8,12.2,26.8,29.3,22.7,3.3,27.8
2021-11-21,2021,11,21,0.4,0.2,0.4,0.4,27.7,33.1,25.5,3.8,25.6
2021-11-22,2021,11,22,7.2,6.4,7.2,7.2,28.1,33.1,24.1,4.2,20.9
2021-11-23,2021,11,23,10.4,6.0,9.2,9.8,26.5,30.1,24.2,3.1,16.1
2021-11-24,2021,11,24,7.2,2.0,3.6,5.2,25.3,26.4,24.0,2.4,15.6
2021-11-25,2021,11,25,0.4,0.4,0.4,0.4,27.7,34.2,24.1,3.7,16.5
2021-11-26,2021,11,26,0.0,0.0,0.0,0.0,28.1,32.8,25.0,5.8,24.1
2021-11-27,2021,11,27,1.2,0.6,0.8,1.0,27.9,33.1,24.9,4.6,40.0
2021-11-28,2021,11,28,0.0,0.0,0.0,0.0,28.2,31.2,25.7,4.0,21.3
2021-11-29,2021,11,29,0.0,0.0,0.0,0.0,29.1,32.9,25.3,6.4,26.3
2021-11-30,2021,11,30,0.0,0.0,0.0,0.0,29.8,34.0,25.7,4.7,25.6
2021-12-01,2021,12,1,0.0,0.0,0.0,0.0,29.6,34.0,26.7,5.6,25.6
2021-12-02,2021,12,2,3.6,1.6,1.6,2.0,26.1,28.5,23.2,4.8,30.2
2021-12-03,2021,12,3,0.0,0.0,0.0,0.0,27.1,31.4,24.4,5.4,25.9
2021-12-04,2021,12,4,0.0,0.0,0.0,0.0,27.3,30.9,25.2,7.3,31.7
2021-12-05,2021,12,5,0.0,0.0,0.0,0.0,27.2,31.0,25.5,6.1,34.6
2021-12-06,2021,12,6,0.0,0.0,0.0,0.0,27.6,31.1,25.3,6.3,29.1
2021-12-07,2021,12,7,0.2,0.2,0.2,0.2,27.9,32.2,25.6,7.9,34.3
2021-12-08,2021,12,8,0.0,0.0,0.0,0.0,27.7,31.7,25.7,8.1,41.1
2021-12-09,2021,12,9,3.2,3.2,3.2,3.2,27.5,32.1,25.1,6.2,29.8
2021-12-10,2021,12,10,49.6,20.6,27.8,31.8,26.2,31.1,23.5,5.5,37.8
2021-12-11,2021,12,11,7.2,3.6,4.6,5.6,26.1,30.4,24.6,4.8,28.5
2021-12-12,2021,12,12,0.0,0.0,0.0,0.0,26.4,29.1,25.3,5.3,29.8
2021-12-13,2021,12,13,0.0,0.0,0.0,0.0,26.9,30.8,24.5,6.1,40.0
2021-12-14,2021,12,14,0.4,0.4,0.4,0.4,27.8,31.8,25.6,6.3,33.5
2021-12-15,2021,12,15,1.0,1.0,1.0,1.0,27.8,31.7,25.5,5.6,35.2
2021-12-16,2021,12,16,0.6,0.6,0.6,0.6,28.2,31.4,25.8,6.0,25.6
2021-12-17,2021,12,17,22.6,7.0,7.0,11.2,26.7,30.0,24.5,6.5,32.4
2021-12-18,2021,12,18,10.0,9.2,9.6,9.8,27.4,31.9,24.4,4.6,19.8
2021-12-19,2021,12,19,26.2,14.2,20.6,22.6,27.0,30.6,23.4,5.7,27.4
2021-12-20,2021,12,20,0.0,0.0,0.0,0.0,27.6,32.2,24.8,4.6,18.0
2021-12-21,2021,12,21,0.0,0.0,0.0,0.0,28.4,34.2,25.1,5.5,22.0
2021-12-22,2021,12,22,0.0,0.0,0.0,0.0,28.1,32.4,26.1,5.2,21.3
2021-12-23,2021,12,23,0.0,0.0,0.0,0.0,27.3,31.2,26.0,3.3,16.9
2021-12-24,2021,12,24,3.2,1.4,2.2,3.2,27.1,30.6,25.6,4.1,18.3
2021-12-25,2021,12,25,37.0,19.8,21.4,31.2,26.4,31.4,23.7,5.5,31.7
2021-12-26,2021,12,26,1.0,0.6,0.8,0.8,27.0,31.1,25.0,5.8,29.4
2021-12-27,2021,12,27,17.8,14.4,17.6,17.8,27.6,33.9,24.9,5.8,24.1
2021-12-28,2021,12,28,0.0,0.0,0.0,0.0,27.8,32.1,25.1,6.4,27.4
2021-12-29,2021,12,29,3.6,3.6,3.6,3.6,27.3,31.3,25.4,5.0,31.7
2021-12-30,2021,12,30,29.0,8.0,10.2,14.4,26.4,31.1,24.4,4.5,26.3
2021-12-31,2021,12,31,54.4,16.2,28.4,35.4,24.7,26.1,22.8,4.7,28.2
2022-01-01,2022,1,1,33.8,22.4,31.0,32.4,25.0,29.6,23.2,3.6,19.1
2022-01-02,2022,1,2,63.6,13.0,20.2,26.0,23.5,24.4,22.8,4.0,21.7
2022-01-03,2022,1,3,1.8,0.8,1.2,1.6,25.6,30.6,23.2,4.2,20.9
2022-01-04,2022,1,4,4.6,4.0,4.2,4.4,25.7,32.2,23.8,5.4,29.8
2022-01-05,2022,1,5,7.8,7.4,7.8,7.8,27.6,33.4,24.7,5.4,25.6
2022-01-06,2022,1,6,0.0,0.0,0.0,0.0,28.1,33.6,25.2,5.6,26.7
2022-01-07,2022,1,7,17.6,8.2,10.6,14.6,27.0,32.1,24.3,5.2,24.8
2022-01-08,2022,1,8,0.5,0.5,0.5,0.5,27.2,31.2,25.0,6.8,29.4
2022-01-09,2022,1,9,0.0,0.0,0.0,0.0,27.7,32.3,25.1,7.1,35.6
2022-01-10,2022,1,10,0.0,0.0,0.0,0.0,27.8,32.3,25.2,7.0,33.9
2022-01-11,2022,1,11,0.0,0.0,0.0,0.0,27.4,31.3,24.6,6.0,27.8
2022-01-12,2022,1,12,0.0,0.0,0.0,0.0,27.2,31.8,24.7,7.9,40.4
2022-01-13,2022,1,13,0.0,0.0,0.0,0.0,27.0,31.8,23.9,7.1,32.0
2022-01-14,2022,1,14,0.0,0.0,0.0,0.0,27.1,31.5,24.6,7.4,33.9
2022-01-15,2022,1,15,0.0,0.0,0.0,0.0,27.5,32.7,24.9,7.0,29.4
2022-01-16,2022,1,16,0.0,0.0,0.0,0.0,27.5,32.0,24.9,7.7,35.6
2022-01-17,2022,1,17,5.6,3.4,3.4,5.4,26.7,29.8,24.9,6.9,37.8
2022-01-18,2022,1,18,0.0,0.0,0.0,0.0,27.5,32.4,24.8,7.6,35.6
2022-01-19,2022,1,19,1.8,1.2,1.2,1.8,26.9,30.4,24.7,6.7,30.2
2022-01-20,2022,1,20,29.0,26.2,28.6,28.8,26.7,31.8,23.9,5.4,33.2
2022-01-21,2022,1,21,0.2,0.2,0.2,0.2,27.1,32.7,24.1,7.1,28.5
2022-01-22,2022,1,22,0.8,0.8,0.8,0.8,27.2,33.9,24.7,6.4,24.8
2022-01-23,2022,1,23,0.0,0.0,0.0,0.0,27.5,33.0,24.3,5.1,21.7
2022-01-24,2022,1,24,0.0,0.0,0.0,0.0,27.3,32.3,24.7,4.9,21.3
2022-01-25,2022,1,25,0.0,0.0,0.0,0.0,27.8,32.9,24.5,6.4,27.0
2022-01-26,2022,1,26,0.0,0.0,0.0,0.0,27.8,32.8,25.0,5.2,28.9
2022-01-27,2022,1,27,0.0,0.0,0.0,0.0,27.6,33.3,24.8,5.5,28.2
2022-01-28,2022,1,28,0.0,0.0,0.0,0.0,27.8,33.3,24.4,5.9,27.8
2022-01-29,2022,1,29,0.0,0.0,0.0,0.0,27.7,33.7,24.5,4.9,24.4
2022-01-30,2022,1,30,4.2,3.0,3.8,4.0,26.7,32.5,24.5,5.5,24.4
2022-01-31,2022,1,31,0.0,0.0,0.0,0.0,27.7,33.2,24.5,6.4,27.4
2022-02-01,2022,2,1,0.0,0.0,0.0,0.0,27.6,32.1,25.1,7.9,33.2
2022-02-02,2022,2,2,1.4,1.4,1.4,1.4,27.5,33.0,24.6,4.8,20.9
2022-02-03,2022,2,3,0.0,0.0,0.0,0.0,28.1,32.5,25.3,7.3,29.8
2022-02-04,2022,2,4,0.0,0.0,0.0,0.0,28.1,32.3,25.9,8.6,35.9
2022-02-05,2022,2,5,6.2,4.8,5.0,5.6,27.0,31.4,25.0,7.1,32.0
2022-02-06,2022,2,6,47.6,19.4,26.0,34.0,25.4,29.2,23.3,4.6,32.4
2022-02-07,2022,2,7,1.6,1.0,1.6,1.6,26.2,29.7,23.5,6.5,28.9
2022-02-08,2022,2,8,0.6,0.4,0.6,0.6,26.1,30.4,23.9,5.1,25.9
2022-02-09,2022,2,9,38.6,34.2,34.6,34.8,26.0,31.4,23.2,4.0,28.2
2022-02-10,2022,2,10,14.6,2.2,4.0,5.2,24.2,25.8,23.4,4.4,20.6
2022-02-11,2022,2,11,4.0,1.4,2.4,2.6,25.3,29.3,22.8,4.0,27.4
2022-02-12,2022,2,12,31.0,21.0,25.8,30.8,26.5,32.7,23.2,5.4,24.4
2022-02-13,2022,2,13,0.8,0.8,0.8,0.8,26.7,32.5,24.2,3.5,17.6
2022-02-14,2022,2,14,0.0,0.0,0.0,0.0,27.5,31.8,24.9,4.9,25.9
2022-02-15,2022,2,15,11.8,11.6,11.8,11.8,27.6,32.5,24.1,4.7,27.4
2022-02-16,2022,2,16,8.4,7.0,7.6,8.0,26.1,28.4,22.1,3.6,40.7
2022-02-17,2022,2,17,7.0,7.0,7.0,7.0,27.4,32.1,22.8,4.7,31.3
2022-02-18,2022,2,18,0.0,0.0,0.0,0.0,28.4,33.1,26.1,5.9,20.9
2022-02-19,2022,2,19,0.0,0.0,0.0,0.0,27.5,32.5,25.8,4.9,24.1
2022-02-20,2022,2,20,34.4,29.2,33.6,34.4,26.7,34.2,21.4,4.6,48.2
2022-02-21,2022,2,21,0.0,0.0,0.0,0.0,28.0,33.0,24.8,5.7,27.8
2022-02-22,2022,2,22,0.0,0.0,0.0,0.0,27.8,32.5,24.7,6.1,27.8
2022-02-23,2022,2,23,0.0,0.0,0.0,0.0,27.8,32.6,25.4,6.5,30.6
2022-02-24,2022,2,24,21.0,7.2,10.0,15.8,24.7,27.3,23.0,6.1,29.8
2022-02-25,2022,2,25,0.0,0.0,0.0,0.0,26.9,32.5,23.2,5.1,26.3
2022-02-26,2022,2,26,0.0,0.0,0.0,0.0,27.0,29.6,25.2,3.6,18.3
2022-02-27,2022,2,27,5.2,2.6,2.6,2.8,25.8,29.0,23.8,5.3,26.7
2022-02-28,2022,2,28,0.0,0.0,0.0,0.0,27.3,32.3,24.6,7.9,31.7
2022-03-01,2022,3,1,0.0,0.0,0.0,0.0,27.3,31.8,24.9,5.7,32.0
2022-03-02,2022,3,2,17.6,9.4,11.8,15.6,26.6,32.9,23.7,5.5,36.7
2022-03-03,2022,3,3,9.4,4.2,4.8,8.4,26.8,33.3,24.1,5.6,27.8
2022-03-04,2022,3,4,0.0,0.0,0.0,0.2,27.6,32.1,25.2,6.0,29.1
2022-03-05,2022,3,5,0.0,0.0,0.0,0.0,27.7,33.2,24.8,4.8,31.7
2022-03-06,2022,3,6,0.0,0.0,0.0,0.0,27.2,30.9,25.5,3.8,15.7
2022-03-07,2022,3,7,46.0,27.2,30.6,42.4,26.7,32.5,23.3,4.5,31.3
2022-03-08,2022,3,8,4.2,3.8,4.0,4.0,27.4,31.8,24.8,3.9,19.8
2022-03-09,2022,3,9,5.2,3.6,4.6,5.0,27.6,32.2,25.4,5.7,27.0
2022-03-10,2022,3,10,17.6,8.4,10.6,12.4,26.8,31.0,22.5,5.3,39.6
2022-03-11,2022,3,11,3.0,2.6,2.8,2.8,27.4,32.7,25.1,4.9,23.0
2022-03-12,2022,3,12,34.8,26.2,28.2,34.8,27.1,33.3,22.6,4.9,28.2
2022-03-13,2022,3,13,0.0,0.0,0.0,0.0,28.2,35.2,24.4,4.7,26.7
2022-03-14,2022,3,14,0.2,0.2,0.2,0.2,28.1,31.6,26.3,4.6,24.1
2022-03-15,2022,3,15,18.6,5.4,9.0,15.8,25.9,31.1,23.5,4.5,23.0
2022-03-16,2022,3,16,5.8,4.6,5.8,5.8,27.7,32.4,23.9,4.1,23.3
2022-03-17,2022,3,17,15.4,11.2,14.0,14.0,27.2,32.9,23.7,3.2,27.0
2022-03-18,2022,3,18,0.0,0.0,0.0,0.0,28.3,33.2,24.9,4.3,21.7
2022-03-19,2022,3,19,0.0,0.0,0.0,0.0,29.7,35.2,26.0,5.1,18.7
2022-03-20,2022,3,20,0.0,0.0,0.0,0.0,28.3,31.2,25.6,5.4,23.3
2022-03-21,2022,3,21,1.4,0.8,0.8,1.4,28.4,32.6,23.4,4.4,31.7
2022-03-22,2022,3,22,1.2,1.0,1.2,1.2,28.2,31.5,26.5,4.0,18.7
2022-03-23,2022,3,23,9.8,9.4,9.4,9.8,27.8,33.1,25.1,4.3,23.0
2022-03-24,2022,3,24,0.6,0.2,0.4,0.4,27.9,34.1,25.6,4.5,21.3
2022-03-25,2022,3,25,13.0,10.6,12.8,12.8,28.1,34.4,25.9,4.9,40.0
2022-03-26,2022,3,26,0.0,0.0,0.0,0.0,28.4,33.8,25.9,4.6,24.8
2022-03-27,2022,3,27,0.0,0.0,0.0,0.0,29.2,35.2,25.2,3.9,22.4
2022-03-28,2022,3,28,1.0,0.8,1.0,1.0,28.1,34.6,25.4,4.5,26.3
2022-03-29,2022,3,29,25.0,20.2,23.2,24.0,27.5,34.9,23.0,4.6,37.8
2022-03-30,2022,3,30,0.0,0.0,0.0,0.0,28.6,33.6,25.2,4.4,23.3
2022-03-31,2022,3,31,9.6,8.6,9.4,9.6,27.9,33.0,24.5,4.3,25.6
2022-04-01,2022,4,1,0.0,0.0,0.0,0.0,28.8,35.3,25.4,4.2,27.0
2022-04-02,2022,4,2,8.8,8.4,8.8,8.8,27.9,33.2,24.1,3.5,28.5
2022-04-03,2022,4,3,11.0,7.0,7.2,7.2,26.6,30.9,24.0,3.1,21.7
2022-04-04,2022,4,4,0.0,0.0,0.0,0.0,27.5,33.6,23.6,4.3,20.2
2022-04-05,2022,4,5,0.0,0.0,0.0,0.0,27.9,31.5,25.8,4.7,25.6
2022-04-06,2022,4,6,0.8,0.8,0.8,0.8,28.0,33.4,24.7,4.0,29.4
2022-04-07,2022,4,7,0.2,0.2,0.2,0.2,26.4,28.4,25.0,3.9,21.7
2022-04-08,2022,4,8,0.0,0.0,0.0,0.0,27.9,33.5,25.0,4.6,22.6
2022-04-09,2022,4,9,2.0,1.6,2.0,2.0,26.5,30.6,23.0,3.4,38.5
2022-04-10,2022,4,10,0.8,0.8,0.8,0.8,26.9,32.3,25.1,3.7,22.4
2022-04-11,2022,4,11,52.8,27.4,49.8,52.8,26.4,31.0,22.8,3.0,26.3
2022-04-12,2022,4,12,0.0,0.0,0.0,0.0,28.3,33.0,24.7,3.0,17.6
2022-04-13,2022,4,13,0.4,0.4,0.4,0.4,28.0,32.6,26.0,4.0,24.1
2022-04-14,2022,4,14,6.0,4.0,5.4,6.0,28.3,32.8,22.6,5.8,33.5
2022-04-15,2022,4,15,41.6,17.0,30.8,35.0,28.0,32.0,23.0,4.3,28.9
2022-04-16,2022,4,16,0.8,0.8,0.8,0.8,28.7,32.1,24.0,4.1,21.3
2022-04-17,2022,4,17,21.4,14.6,15.8,16.0,28.2,34.1,25.4,3.3,24.8
2022-04-18,2022,4,18,22.8,7.6,11.0,14.2,27.0,33.3,23.8,4.2,23.3
2022-04-19,2022,4,19,2.8,1.2,1.2,1.8,27.2,33.8,25.0,3.3,21.7
2022-04-20,2022,4,20,0.0,0.0,0.0,0.0,27.8,33.6,25.4,3.7,27.0
2022-04-21,2022,4,21,27.4,20.2,21.8,22.0,25.7,27.0,23.5,2.6,24.1
2022-04-22,2022,4,22,0.0,0.0,0.0,0.0,28.4,33.2,24.4,5.0,27.8
2022-04-23,2022,4,23,41.0,35.6,41.0,41.0,27.8,34.2,22.8,3.3,44.3
2022-04-24,2022,4,24,5.0,4.0,4.6,4.8,28.2,32.0,25.8,2.7,20.6
2022-04-25,2022,4,25,0.0,0.0,0.0,0.0,28.3,34.0,26.4,3.3,23.7
2022-04-26,2022,4,26,0.0,0.0,0.0,0.0,28.5,32.4,25.4,3.4,17.2
2022-04-27,2022,4,27,0.0,0.0,0.0,0.0,28.2,33.4,26.8,3.3,19.1
2022-04-28,2022,4,28,13.0,10.6,13.0,13.0,27.9,33.0,25.0,3.3,54.4
2022-04-29,2022,4,29,0.0,0.0,0.0,0.0,29.1,33.9,26.0,3.8,22.0
2022-04-30,2022,4,30,4.2,3.4,3.4,3.4,27.6,32.3,24.7,4.3,31.3
2022-05-01,2022,5,1,1.8,1.2,1.2,1.2,28.3,31.8,25.6,3.7,19.4
2022-05-02,2022,5,2,3.2,1.6,2.0,2.6,27.7,30.6,24.2,6.2,27.0
2022-05-03,2022,5,3,17.2,13.0,15.2,15.6,28.0,31.5,24.2,5.9,38.5
2022-05-04,2022,5,4,25.4,4.8,7.4,14.2,27.8,30.6,23.3,6.3,35.9
2022-05-05,2022,5,5,0.0,0.0,0.0,0.0,28.9,31.8,27.2,6.5,25.9
2022-05-06,2022,5,6,0.0,0.0,0.0,0.0,29.4,32.9,27.2,6.1,23.0
2022-05-07,2022,5,7,9.6,2.6,4.6,5.8,27.5,31.5,23.8,4.8,43.5
2022-05-08,2022,5,8,1.8,0.8,1.4,1.6,27.8,30.2,25.3,5.5,22.4
2022-05-09,2022,5,9,0.0,0.0,0.0,0.0,29.4,33.5,26.7,5.0,27.0
2022-05-10,2022,5,10,0.0,0.0,0.0,0.0,30.1,34.4,27.1,4.8,28.9
2022-05-11,2022,5,11,41.8,16.2,30.4,38.2,27.8,31.0,24.0,4.2,26.7
2022-05-12,2022,5,12,0.0,0.0,0.0,0.0,29.9,34.1,26.7,5.0,29.4
2022-05-13,2022,5,13,0.0,0.0,0.0,0.0,29.8,34.8,26.8,4.4,19.8
2022-05-14,2022,5,14,1.0,1.0,1.0,1.0,29.3,34.4,27.0,4.6,26.7
2022-05-15,2022,5,15,0.0,0.0,0.0,0.0,28.9,34.2,26.2,3.6,25.6
2022-05-16,2022,5,16,52.4,23.0,33.0,46.4,26.8,31.0,23.3,4.1,30.6
2022-05-17,2022,5,17,0.0,0.0,0.0,0.0,28.9,33.4,25.4,4.9,22.6
2022-05-18,2022,5,18,0.0,0.0,0.0,0.0,29.8,34.4,27.0,5.7,24.4
2022-05-19,2022,5,19,37.2,19.2,26.0,29.0,27.5,32.7,23.8,3.4,37.8
2022-05-20,2022,5,20,0.0,0.0,0.0,0.0,28.2,32.4,26.3,3.4,34.6
2022-05-21,2022,5,21,0.0,0.0,0.0,0.0,28.9,32.8,26.1,4.2,27.0
2022-05-22,2022,5,22,0.0,0.0,0.0,0.0,29.3,31.6,27.4,6.1,25.2
2022-05-23,2022,5,23,0.2,0.2,0.2,0.2,29.3,34.3,26.3,5.1,28.2
2022-05-24,2022,5,24,0.0,0.0,0.0,0.0,29.6,34.9,26.3,4.2,27.0
2022-05-25,2022,5,25,30.8,16.2,16.4,16.4,27.3,32.8,23.4,4.7,30.6
2022-05-26,2022,5,26,0.0,0.0,0.0,0.0,28.6,33.9,24.7,3.4,15.2
2022-05-27,2022,5,27,0.0,0.0,0.0,0.0,29.9,33.7,27.7,4.7,24.4
2022-05-28,2022,5,28,0.0,0.0,0.0,0.0,29.2,32.4,26.4,4.9,27.4
2022-05-29,2022,5,29,0.0,0.0,0.0,0.0,30.4,34.8,27.4,4.1,21.3
2022-05-30,2022,5,30,0.0,0.0,0.0,0.0,30.6,35.0,27.1,4.3,20.2
2022-05-31,2022,5,31,0.0,0.0,0.0,0.0,30.1,34.1,27.6,4.4,21.7
2022-06-01,2022,6,1,1.8,1.2,1.8,1.8,29.2,31.9,25.8,3.7,26.3
2022-06-02,2022,6,2,3.2,3.2,3.2,3.2,27.7,31.4,24.8,5.1,20.6
2022-06-03,2022,6,3,4.6,4.4,4.4,4.4,27.7,30.5,24.6,3.5,28.5
2022-06-04,2022,6,4,34.8,15.4,29.6,33.8,28.0,32.4,23.0,4.4,29.8
2022-06-05,2022,6,5,0.0,0.0,0.0,0.0,28.0,31.8,26.5,4.1,21.3
2022-06-06,2022,6,6,5.2,4.8,5.2,5.2,27.9,30.8,23.2,6.1,26.7
2022-06-07,2022,6,7,21.0,20.8,21.0,21.0,27.3,29.8,23.6,3.5,19.4
2022-06-08,2022,6,8,0.6,0.6,0.6,0.6,28.4,35.0,25.0,4.3,28.9
2022-06-09,2022,6,9,1.4,0.8,0.8,0.8,27.4,32.0,25.3,3.5,23.7
2022-06-10,2022,6,10,0.0,0.0,0.0,0.0,28.6,33.0,26.2,3.9,22.0
2022-06-11,2022,6,11,17.8,9.8,16.4,17.6,27.2,31.2,23.2,5.4,23.3
2022-06-12,2022,6,12,0.2,0.2,0.2,0.2,27.3,29.5,24.9,4.1,23.7
2022-06-13,2022,6,13,22.6,11.2,13.8,17.6,27.1,31.9,22.3,3.4,23.0
2022-06-14,2022,6,14,0.2,0.2,0.2,0.2,27.9,31.5,24.5,5.3,42.8
2022-06-15,2022,6,15,0.0,0.0,0.0,0.0,28.1,30.6,26.1,4.0,27.0
2022-06-16,2022,6,16,10.2,8.2,8.4,9.4,26.2,29.0,23.5,3.5,16.9
2022-06-17,2022,6,17,0.2,0.2,0.2,0.4,27.7,30.5,24.8,2.8,17.2
2022-06-18,2022,6,18,1.0,0.8,1.0,1.0,27.5,32.2,24.9,3.6,19.8
2022-06-19,2022,6,19,0.0,0.0,0.0,0.0,28.1,32.3,24.9,3.0,17.6
2022-06-20,2022,6,20,36.0,15.4,22.0,26.0,26.0,28.2,23.4,4.8,32.0
2022-06-21,2022,6,21,8.6,6.8,8.2,8.6,26.8,29.0,23.6,4.6,35.9
2022-06-22,2022,6,22,1.2,0.8,0.8,0.8,27.6,30.8,25.8,6.4,30.6
2022-06-23,2022,6,23,23.8,20.2,21.6,21.8,26.8,29.8,24.2,5.4,23.0
2022-06-24,2022,6,24,2.6,2.0,2.0,2.0,27.0,30.3,23.8,4.8,26.3
2022-06-25,2022,6,25,14.4,8.0,8.4,9.2,26.0,28.4,23.7,4.3,26.7
2022-06-26,2022,6,26,0.0,0.0,0.0,0.0,28.1,32.2,26.0,6.9,30.6
2022-06-27,2022,6,27,0.0,0.0,0.0,0.0,28.7,32.2,26.6,5.9,28.2
2022-06-28,2022,6,28,10.4,6.8,7.4,7.4,27.1,32.0,23.9,3.9,31.7
2022-06-29,2022,6,29,0.0,0.0,0.0,0.0,28.2,31.8,25.1,5.3,22.4
2022-06-30,2022,6,30,3.8,1.6,2.2,3.6,27.1,29.6,24.0,6.7,25.9
2022-07-01,2022,7,1,0.0,0.0,0.0,0.0,28.7,31.8,26.9,8.4,28.5
2022-07-02,2022,7,2,0.0,0.0,0.0,0.0,28.9,32.0,26.6,6.8,25.6
2022-07-03,2022,7,3,0.0,0.0,0.0,0.0,28.9,32.0,26.8,5.6,24.4
