Datetime,Location Code,Expected Value kWh,Capacity kWp,IRR Value W/m²,PR %,Energy kWh,temp,pressure,humidity,weather_main,Date,Hour,Month,DayOfYear,WeekOfYear,plant_class,weather_class
2021-01-04 08:00:00,SN2-NAP80-599489,1.004,78.65,51.067,78.685,0.79,23.4,1010,88,Rain,2021-01-04,8,1,4,1,80,2
2021-01-04 09:00:00,SN2-NAP80-599489,2.369,78.65,120.467,89.99,2.18,23.85,1010,91,Rain,2021-01-04,9,1,4,1,80,2
2021-01-04 10:00:00,SN2-NAP80-599489,4.419,78.65,224.733,89.99,3.98,24.89,1011,85,Clouds,2021-01-04,10,1,4,1,80,1
2021-01-04 11:00:00,SN2-NAP80-599489,5.37,78.65,273.133,89.99,5.62,25.21,1011,83,Clouds,2021-01-04,11,1,4,1,80,1
2021-01-04 12:00:00,SN2-NAP80-599489,8.828,78.65,449.0,86.883,7.67,26.15,1010,78,Clouds,2021-01-04,12,1,4,1,80,1
2021-01-04 13:00:00,SN2-NAP80-599489,9.524,78.65,484.393,89.99,9.28,27.24,1009,78,Clouds,2021-01-04,13,1,4,1,80,1
2021-01-04 14:00:00,SN2-NAP80-599489,5.491,78.65,279.269,68.658,3.77,27.25,1008,78,Clouds,2021-01-04,14,1,4,1,80,1
2021-01-04 15:00:00,SN2-NAP80-599489,2.042,78.65,103.828,89.99,2.19,27.66,1008,73,Clouds,2021-01-04,15,1,4,1,80,1
2021-01-04 16:00:00,SN2-NAP80-599489,1.982,78.65,100.818,58.527,1.16,27.66,1008,74,Rain,2021-01-04,16,1,4,1,80,2
2021-01-04 17:00:00,SN2-NAP80-599489,2.311,78.65,117.52,89.99,3.2,27.99,1008,69,Rain,2021-01-04,17,1,4,1,80,2
2021-01-04 18:00:00,SN2-NAP80-599489,0.787,78.65,40.0,89.99,1.74,27.12,1008,76,Rain,2021-01-04,18,1,4,1,80,2
2021-01-04 19:00:00,SN2-NAP80-599489,0.277,78.65,14.067,57.762,0.16,26.3,1008,83,Clouds,2021-01-04,19,1,4,1,80,1
2021-01-05 08:00:00,SN2-NAP80-599489,1.15,78.65,58.467,51.304,0.59,24.03,1009,88,Clouds,2021-01-05,8,1,5,1,80,1
2021-01-05 09:00:00,SN2-NAP80-599489,5.279,78.65,268.467,89.411,4.72,26.09,1009,80,Clouds,2021-01-05,9,1,5,1,80,1
2021-01-05 10:00:00,SN2-NAP80-599489,8.526,78.65,433.6,86.676,7.39,27.16,1010,76,Clouds,2021-01-05,10,1,5,1,80,1
2021-01-05 11:00:00,SN2-NAP80-599489,9.745,78.65,495.6,89.99,9.39,28.45,1009,70,Clouds,2021-01-05,11,1,5,1,80,1
2021-01-05 12:00:00,SN2-NAP80-599489,25.286,78.65,1286.0,37.807,9.56,29.54,1009,66,Clouds,2021-01-05,12,1,5,1,80,1
2021-01-05 13:00:00,SN2-NAP80-599489,16.804,78.65,854.6,83.611,14.05,30.18,1008,64,Clouds,2021-01-05,13,1,5,1,80,1
2021-01-05 14:00:00,SN2-NAP80-599489,13.196,78.65,671.133,89.99,14.7,30.23,1007,64,Rain,2021-01-05,14,1,5,1,80,2
2021-01-05 15:00:00,SN2-NAP80-599489,6.989,78.65,355.467,89.99,14.2,30.82,1007,62,Clouds,2021-01-05,15,1,5,1,80,1
2021-01-05 16:00:00,SN2-NAP80-599489,5.188,78.65,263.867,89.99,6.97,30.07,1006,66,Rain,2021-01-05,16,1,5,1,80,2
2021-01-05 17:00:00,SN2-NAP80-599489,2.414,78.65,122.793,89.99,3.02,27.9,1006,76,Rain,2021-01-05,17,1,5,1,80,2
2021-01-05 18:00:00,SN2-NAP80-599489,0.885,78.65,45.0,89.99,0.8,27.46,1007,76,Clouds,2021-01-05,18,1,5,1,80,1
2021-01-05 19:00:00,SN2-NAP80-599489,0.304,78.65,15.467,89.99,0.32,27.02,1007,78,Clouds,2021-01-05,19,1,5,1,80,1
2021-01-06 08:00:00,SN2-NAP80-599489,0.839,78.65,42.667,89.99,0.93,25.51,1009,85,Clouds,2021-01-06,8,1,6,1,80,1
2021-01-06 09:00:00,SN2-NAP80-599489,2.767,78.65,140.733,89.99,2.75,26.46,1009,83,Clouds,2021-01-06,9,1,6,1,80,1
2021-01-06 10:00:00,SN2-NAP80-599489,6.628,78.65,337.067,89.99,8.72,27.53,1010,76,Clouds,2021-01-06,10,1,6,1,80,1
2021-01-06 11:00:00,SN2-NAP80-599489,10.99,78.65,558.933,82.075,9.02,27.58,1010,76,Clouds,2021-01-06,11,1,6,1,80,1
2021-01-06 12:00:00,SN2-NAP80-599489,4.326,78.65,220.0,89.99,7.68,28.22,1009,74,Clouds,2021-01-06,12,1,6,1,80,1
2021-01-06 13:00:00,SN2-NAP80-599489,15.581,78.65,792.429,87.35,13.61,28.85,1008,70,Rain,2021-01-06,13,1,6,1,80,2
2021-01-06 14:00:00,SN2-NAP80-599489,5.427,78.65,276.0,89.99,5.64,28.91,1007,66,Rain,2021-01-06,14,1,6,1,80,2
2021-01-06 15:00:00,SN2-NAP80-599489,18.012,78.65,916.045,60.682,10.93,27.81,1006,74,Rain,2021-01-06,15,1,6,1,80,2
2021-01-06 16:00:00,SN2-NAP80-599489,5.462,78.65,277.773,74.332,4.06,28.97,1006,64,Rain,2021-01-06,16,1,6,1,80,2
2021-01-06 17:00:00,SN2-NAP80-599489,4.377,78.65,222.6,89.99,5.8,28.72,1005,66,Rain,2021-01-06,17,1,6,1,80,2
2021-01-06 18:00:00,SN2-NAP80-599489,1.966,78.65,100.0,89.99,2.34,28.26,1006,64,Rain,2021-01-06,18,1,6,1,80,2
2021-01-06 19:00:00,SN2-NAP80-599489,0.362,78.65,18.4,89.99,0.33,27.58,1007,65,Clouds,2021-01-06,19,1,6,1,80,1
2021-01-07 08:00:00,SN2-NAP80-599489,1.068,78.65,54.333,89.99,1.0,24.23,1008,94,Rain,2021-01-07,8,1,7,1,80,2
2021-01-07 09:00:00,SN2-NAP80-599489,2.678,78.65,136.2,89.99,3.01,24.61,1009,91,Rain,2021-01-07,9,1,7,1,80,2
2021-01-07 10:00:00,SN2-NAP80-599489,1.515,78.65,77.067,89.99,1.52,24.61,1010,91,Rain,2021-01-07,10,1,7,1,80,2
2021-01-07 11:00:00,SN2-NAP80-599489,1.726,78.65,87.8,89.99,1.83,25.08,1010,88,Rain,2021-01-07,11,1,7,1,80,2
2021-01-07 12:00:00,SN2-NAP80-599489,2.89,78.65,147.0,89.99,3.17,24.71,1010,92,Rain,2021-01-07,12,1,7,1,80,2
2021-01-07 13:00:00,SN2-NAP80-599489,2.833,78.65,144.067,89.99,2.79,24.89,1009,88,Rain,2021-01-07,13,1,7,1,80,2
2021-01-07 14:00:00,SN2-NAP80-599489,2.713,78.65,138.0,89.99,2.92,24.31,1008,92,Rain,2021-01-07,14,1,7,1,80,2
2021-01-07 15:00:00,SN2-NAP80-599489,2.109,78.65,107.276,89.99,2.27,24.23,1007,88,Rain,2021-01-07,15,1,7,1,80,2
2021-01-07 16:00:00,SN2-NAP80-599489,1.709,78.65,86.933,89.99,1.63,24.2,1006,88,Rain,2021-01-07,16,1,7,1,80,2
2021-01-07 17:00:00,SN2-NAP80-599489,1.878,78.65,95.533,89.99,1.79,24.2,1006,88,Rain,2021-01-07,17,1,7,1,80,2
2021-01-07 18:00:00,SN2-NAP80-599489,0.787,78.65,40.0,89.99,0.83,24.2,1006,88,Rain,2021-01-07,18,1,7,1,80,2
2021-01-07 19:00:00,SN2-NAP80-599489,0.172,78.65,8.731,69.767,0.12,24.0,1007,88,Rain,2021-01-07,19,1,7,1,80,2
2021-01-08 08:00:00,SN2-NAP80-599489,0.181,78.65,9.222,89.99,0.22,24.2,1008,94,Rain,2021-01-08,8,1,8,1,80,2
2021-01-08 09:00:00,SN2-NAP80-599489,0.961,78.65,48.867,89.99,0.99,24.89,1009,94,Rain,2021-01-08,9,1,8,1,80,2
2021-01-08 10:00:00,SN2-NAP80-599489,4.022,78.65,204.562,89.99,4.18,25.74,1009,91,Clouds,2021-01-08,10,1,8,1,80,1
2021-01-08 11:00:00,SN2-NAP80-599489,5.28,78.65,268.533,89.99,5.2,27.64,1009,83,Clouds,2021-01-08,11,1,8,1,80,1
2021-01-08 12:00:00,SN2-NAP80-599489,5.25,78.65,267.0,78.667,4.13,26.19,1009,88,Rain,2021-01-08,12,1,8,1,80,2
2021-01-08 13:00:00,SN2-NAP80-599489,4.567,78.65,232.267,87.366,3.99,25.48,1008,94,Rain,2021-01-08,13,1,8,1,80,2
2021-01-08 14:00:00,SN2-NAP80-599489,3.518,78.65,178.917,89.99,3.55,26.7,1007,86,Rain,2021-01-08,14,1,8,1,80,2
2021-01-08 15:00:00,SN2-NAP80-599489,4.467,78.65,227.192,89.99,4.69,26.25,1006,86,Rain,2021-01-08,15,1,8,1,80,2
2021-01-08 16:00:00,SN2-NAP80-599489,1.867,78.65,94.933,59.989,1.12,25.74,1006,91,Rain,2021-01-08,16,1,8,1,80,2
2021-01-08 17:00:00,SN2-NAP80-599489,3.626,78.65,184.4,89.99,3.34,25.64,1005,91,Rain,2021-01-08,17,1,8,1,80,2
2021-01-08 18:00:00,SN2-NAP80-599489,1.947,78.65,99.0,89.99,1.89,26.77,1006,86,Rain,2021-01-08,18,1,8,1,80,2
2021-01-08 19:00:00,SN2-NAP80-599489,0.362,78.65,18.4,88.398,0.32,26.52,1006,86,Clouds,2021-01-08,19,1,8,1,80,1
2021-01-09 08:00:00,SN2-NAP80-599489,0.931,78.65,47.333,80.559,0.75,25.12,1009,88,Rain,2021-01-09,8,1,9,1,80,2
2021-01-09 09:00:00,SN2-NAP80-599489,3.795,78.65,193.0,89.99,4.36,26.12,1010,86,Clouds,2021-01-09,9,1,9,1,80,1
2021-01-09 10:00:00,SN2-NAP80-599489,6.719,78.65,341.733,63.551,4.27,26.0,1010,86,Rain,2021-01-09,10,1,9,1,80,2
2021-01-09 11:00:00,SN2-NAP80-599489,2.893,78.65,147.133,89.99,9.71,27.78,1010,78,Rain,2021-01-09,11,1,9,1,80,2
2021-01-09 12:00:00,SN2-NAP80-599489,11.031,78.65,561.0,78.597,8.67,26.64,1009,83,Rain,2021-01-09,12,1,9,1,80,2
2021-01-09 13:00:00,SN2-NAP80-599489,6.628,78.65,337.067,56.88,3.77,25.62,1009,91,Rain,2021-01-09,13,1,9,1,80,2
2021-01-09 14:00:00,SN2-NAP80-599489,1.671,78.65,85.0,89.99,3.06,25.74,1008,91,Rain,2021-01-09,14,1,9,1,80,2
2021-01-09 15:00:00,SN2-NAP80-599489,1.283,78.65,65.267,89.99,2.91,26.08,1007,86,Rain,2021-01-09,15,1,9,1,80,2
2021-01-09 16:00:00,SN2-NAP80-599489,6.008,78.65,305.533,89.99,6.21,27.19,1006,80,Rain,2021-01-09,16,1,9,1,80,2
2021-01-09 17:00:00,SN2-NAP80-599489,1.719,78.65,87.4,89.99,2.06,26.78,1006,80,Rain,2021-01-09,17,1,9,1,80,2
2021-01-09 18:00:00,SN2-NAP80-599489,0.688,78.65,35.0,89.99,1.08,26.33,1006,83,Rain,2021-01-09,18,1,9,1,80,2
