Datetime,Location Code,Expected Value kWh,Capacity kWp,IRR Value W/m²,PR %,Energy kWh,temp,pressure,humidity,weather_main,Date,Hour,Month,DayOfYear,WeekOfYear,plant_class,weather_class
2021-01-24 19:00:00,SN2-NAP52-599489,0.044,44.85,3.933,22.727,0.01,27.18,1009,72,Rain,2021-01-24,19,1,24,3,52,2
2021-02-04 16:00:00,SN2-NAP52-599489,3.887,44.85,346.667,89.99,5.36,30.94,1010,47,Clouds,2021-02-04,16,2,35,5,52,1
2021-02-04 17:00:00,SN2-NAP52-599489,3.298,44.85,294.133,89.99,3.25,29.96,1010,47,Clouds,2021-02-04,17,2,35,5,52,1
2021-02-04 18:00:00,SN2-NAP52-599489,1.02,44.85,91.0,89.99,2.41,29.02,1010,53,Clouds,2021-02-04,18,2,35,5,52,1
2021-02-04 19:00:00,SN2-NAP52-599489,0.282,44.85,25.133,89.99,0.32,27.19,1011,65,Clouds,2021-02-04,19,2,35,5,52,1
2021-02-05 08:00:00,SN2-NAP52-599489,0.546,44.85,48.667,89.99,0.53,24.11,1012,86,Clear,2021-02-05,8,2,36,5,52,4
2021-02-05 09:00:00,SN2-NAP52-599489,2.777,44.85,247.667,81.023,2.25,25.14,1012,81,Clear,2021-02-05,9,2,36,5,52,4
2021-02-05 10:00:00,SN2-NAP52-599489,5.435,44.85,484.733,86.661,4.71,27.74,1012,69,Clouds,2021-02-05,10,2,36,5,52,1
2021-02-05 11:00:00,SN2-NAP52-599489,8.263,44.85,736.933,86.651,7.16,29.02,1012,65,Clouds,2021-02-05,11,2,36,5,52,1
2021-02-05 12:00:00,SN2-NAP52-599489,10.809,44.85,964.0,53.844,5.82,30.37,1012,60,Clouds,2021-02-05,12,2,36,5,52,1
2021-02-05 13:00:00,SN2-NAP52-599489,8.073,44.85,720.0,89.99,9.57,30.61,1012,59,Clouds,2021-02-05,13,2,36,5,52,1
2021-02-05 14:00:00,SN2-NAP52-599489,7.868,44.85,701.733,66.98,5.27,31.58,1011,55,Clouds,2021-02-05,14,2,36,5,52,1
2021-02-05 15:00:00,SN2-NAP52-599489,4.143,44.85,369.533,35.482,1.47,31.04,1010,57,Clouds,2021-02-05,15,2,36,5,52,1
2021-02-05 16:00:00,SN2-NAP52-599489,2.942,44.85,262.4,72.06,2.12,30.75,1009,59,Clouds,2021-02-05,16,2,36,5,52,1
2021-02-05 17:00:00,SN2-NAP52-599489,2.663,44.85,237.533,89.99,2.81,30.25,1009,60,Clouds,2021-02-05,17,2,36,5,52,1
2021-02-05 18:00:00,SN2-NAP52-599489,1.727,44.85,154.0,89.99,2.11,29.25,1009,64,Clouds,2021-02-05,18,2,36,5,52,1
2021-02-05 19:00:00,SN2-NAP52-599489,0.558,44.85,49.733,89.99,0.54,28.06,1009,69,Clouds,2021-02-05,19,2,36,5,52,1
2021-02-06 08:00:00,SN2-NAP52-599489,0.525,44.85,46.867,80.0,0.42,25.71,1011,80,Clouds,2021-02-06,8,2,37,5,52,1
2021-02-06 09:00:00,SN2-NAP52-599489,3.21,44.85,286.267,82.243,2.64,26.29,1012,78,Clouds,2021-02-06,9,2,37,5,52,1
2021-02-06 10:00:00,SN2-NAP52-599489,6.317,44.85,563.4,85.959,5.43,27.35,1012,74,Clouds,2021-02-06,10,2,37,5,52,1
2021-02-06 11:00:00,SN2-NAP52-599489,8.954,44.85,798.6,62.542,5.6,29.06,1011,68,Clouds,2021-02-06,11,2,37,5,52,1
2021-02-06 12:00:00,SN2-NAP52-599489,5.079,44.85,453.0,89.99,7.64,29.89,1011,62,Clouds,2021-02-06,12,2,37,5,52,1
2021-02-06 13:00:00,SN2-NAP52-599489,10.724,44.85,956.4,82.712,8.87,30.63,1010,59,Clouds,2021-02-06,13,2,37,5,52,1
