Datetime,Location Code,Expected Value kWh,Capacity kWp,IRR Value W/m²,PR %,Energy kWh,temp,pressure,humidity,weather_main,Date,Hour,Month,DayOfYear,WeekOfYear,plant_class,weather_class
2021-01-04 08:00:00,SN2-NAP39-599489,2.24,175.5,51.067,75.997,1.7,23.4,1010,88,Rain,2021-01-04,8,1,4,1,39,2
2021-01-04 09:00:00,SN2-NAP39-599489,5.285,175.5,120.467,87.746,4.63,23.85,1010,91,Rain,2021-01-04,9,1,4,1,39,2
2021-01-04 10:00:00,SN2-NAP39-599489,9.86,175.5,224.733,86.846,8.55,24.89,1011,85,Clouds,2021-01-04,10,1,4,1,39,1
2021-01-04 11:00:00,SN2-NAP39-599489,11.984,175.5,273.133,89.99,11.82,25.21,1011,83,Clouds,2021-01-04,11,1,4,1,39,1
2021-01-04 12:00:00,SN2-NAP39-599489,19.699,175.5,449.0,83.483,16.42,26.15,1010,78,Clouds,2021-01-04,12,1,4,1,39,1
2021-01-04 13:00:00,SN2-NAP39-599489,21.253,175.5,484.393,89.99,23.77,27.24,1009,78,Clouds,2021-01-04,13,1,4,1,39,1
2021-01-04 14:00:00,SN2-NAP39-599489,12.253,175.5,279.269,68.236,8.35,27.25,1008,78,Clouds,2021-01-04,14,1,4,1,39,1
2021-01-04 15:00:00,SN2-NAP39-599489,4.555,175.5,103.828,89.99,4.37,27.66,1008,73,Clouds,2021-01-04,15,1,4,1,39,1
2021-01-04 16:00:00,SN2-NAP39-599489,4.424,175.5,100.818,54.318,2.4,27.66,1008,74,Rain,2021-01-04,16,1,4,1,39,2
2021-01-04 17:00:00,SN2-NAP39-599489,5.156,175.5,117.52,89.99,6.99,27.99,1008,69,Rain,2021-01-04,17,1,4,1,39,2
2021-01-04 18:00:00,SN2-NAP39-599489,1.755,175.5,40.0,89.99,3.76,27.12,1008,76,Rain,2021-01-04,18,1,4,1,39,2
2021-01-04 19:00:00,SN2-NAP39-599489,0.617,175.5,14.067,60.052,0.37,26.3,1008,83,Clouds,2021-01-04,19,1,4,1,39,1
2021-01-05 08:00:00,SN2-NAP39-599489,2.565,175.5,58.467,44.732,1.13,24.03,1009,88,Clouds,2021-01-05,8,1,5,1,39,1
2021-01-05 09:00:00,SN2-NAP39-599489,11.779,175.5,268.467,74.118,8.58,26.09,1009,80,Clouds,2021-01-05,9,1,5,1,39,1
2021-01-05 10:00:00,SN2-NAP39-599489,19.024,175.5,433.6,86.326,16.91,27.16,1010,76,Clouds,2021-01-05,10,1,5,1,39,1
2021-01-05 11:00:00,SN2-NAP39-599489,21.744,175.5,495.6,89.21,19.75,28.45,1009,70,Clouds,2021-01-05,11,1,5,1,39,1
2021-01-05 12:00:00,SN2-NAP39-599489,56.423,175.5,1286.0,39.007,21.94,29.54,1009,66,Clouds,2021-01-05,12,1,5,1,39,1
2021-01-05 13:00:00,SN2-NAP39-599489,37.495,175.5,854.6,70.233,26.34,30.18,1008,64,Clouds,2021-01-05,13,1,5,1,39,1
2021-01-05 14:00:00,SN2-NAP39-599489,29.446,175.5,671.133,89.99,31.87,30.23,1007,64,Rain,2021-01-05,14,1,5,1,39,2
2021-01-05 15:00:00,SN2-NAP39-599489,15.596,175.5,355.467,89.99,25.38,30.82,1007,62,Clouds,2021-01-05,15,1,5,1,39,1
2021-01-05 16:00:00,SN2-NAP39-599489,11.577,175.5,263.867,89.99,15.59,30.07,1006,66,Rain,2021-01-05,16,1,5,1,39,2
2021-01-05 17:00:00,SN2-NAP39-599489,5.387,175.5,122.793,89.99,6.45,27.9,1006,76,Rain,2021-01-05,17,1,5,1,39,2
2021-01-05 18:00:00,SN2-NAP39-599489,1.974,175.5,45.0,83.728,1.65,27.46,1007,76,Clouds,2021-01-05,18,1,5,1,39,1
2021-01-05 19:00:00,SN2-NAP39-599489,0.679,175.5,15.467,89.99,0.64,27.02,1007,78,Clouds,2021-01-05,19,1,5,1,39,1
2021-01-06 08:00:00,SN2-NAP39-599489,1.872,175.5,42.667,89.99,1.86,25.51,1009,85,Clouds,2021-01-06,8,1,6,1,39,1
2021-01-06 09:00:00,SN2-NAP39-599489,6.175,175.5,140.733,89.752,5.76,26.46,1009,83,Clouds,2021-01-06,9,1,6,1,39,1
2021-01-06 10:00:00,SN2-NAP39-599489,14.788,175.5,337.067,89.99,16.64,27.53,1010,76,Clouds,2021-01-06,10,1,6,1,39,1
2021-01-06 11:00:00,SN2-NAP39-599489,24.523,175.5,558.933,76.198,18.64,27.58,1010,76,Clouds,2021-01-06,11,1,6,1,39,1
2021-01-06 12:00:00,SN2-NAP39-599489,9.652,175.5,220.0,89.99,16.42,28.22,1009,74,Clouds,2021-01-06,12,1,6,1,39,1
2021-01-06 13:00:00,SN2-NAP39-599489,34.768,175.5,792.429,86.27,29.95,28.85,1008,70,Rain,2021-01-06,13,1,6,1,39,2
2021-01-06 14:00:00,SN2-NAP39-599489,12.11,175.5,276.0,89.99,11.57,28.91,1007,66,Rain,2021-01-06,14,1,6,1,39,2
2021-01-06 15:00:00,SN2-NAP39-599489,40.192,175.5,916.045,56.295,22.58,27.81,1006,74,Rain,2021-01-06,15,1,6,1,39,2
2021-01-06 16:00:00,SN2-NAP39-599489,12.187,175.5,277.773,70.894,8.63,28.97,1006,64,Rain,2021-01-06,16,1,6,1,39,2
2021-01-06 17:00:00,SN2-NAP39-599489,9.767,175.5,222.6,89.99,13.92,28.72,1005,66,Rain,2021-01-06,17,1,6,1,39,2
2021-01-06 18:00:00,SN2-NAP39-599489,4.387,175.5,100.0,89.99,4.94,28.26,1006,64,Rain,2021-01-06,18,1,6,1,39,2
2021-01-06 19:00:00,SN2-NAP39-599489,0.808,175.5,18.4,85.356,0.69,27.58,1007,65,Clouds,2021-01-06,19,1,6,1,39,1
2021-01-07 08:00:00,SN2-NAP39-599489,2.384,175.5,54.333,87.841,2.1,24.23,1008,94,Rain,2021-01-07,8,1,7,1,39,2
2021-01-07 09:00:00,SN2-NAP39-599489,5.976,175.5,136.2,89.99,6.33,24.61,1009,91,Rain,2021-01-07,9,1,7,1,39,2
2021-01-07 10:00:00,SN2-NAP39-599489,3.381,175.5,77.067,89.99,3.15,24.61,1010,91,Rain,2021-01-07,10,1,7,1,39,2
2021-01-07 11:00:00,SN2-NAP39-599489,3.853,175.5,87.8,89.99,3.88,25.08,1010,88,Rain,2021-01-07,11,1,7,1,39,2
2021-01-07 12:00:00,SN2-NAP39-599489,6.449,175.5,147.0,89.99,6.7,24.71,1010,92,Rain,2021-01-07,12,1,7,1,39,2
2021-01-07 13:00:00,SN2-NAP39-599489,6.321,175.5,144.067,89.99,6.06,24.89,1009,88,Rain,2021-01-07,13,1,7,1,39,2
2021-01-07 14:00:00,SN2-NAP39-599489,6.055,175.5,138.0,89.99,6.24,24.31,1008,92,Rain,2021-01-07,14,1,7,1,39,2
2021-01-07 15:00:00,SN2-NAP39-599489,4.707,175.5,107.276,89.99,4.84,24.23,1007,88,Rain,2021-01-07,15,1,7,1,39,2
2021-01-07 16:00:00,SN2-NAP39-599489,3.814,175.5,86.933,89.99,3.5,24.2,1006,88,Rain,2021-01-07,16,1,7,1,39,2
2021-01-07 17:00:00,SN2-NAP39-599489,4.192,175.5,95.533,89.99,3.87,24.2,1006,88,Rain,2021-01-07,17,1,7,1,39,2
