Datetime,Location Code,Expected Value kWh,Capacity kWp,IRR Value W/m²,PR %,Energy kWh,temp,pressure,humidity,weather_main,Date,Hour,Month,DayOfYear,WeekOfYear,plant_class,weather_class
2021-01-04 08:00:00,SN2-NAP50-599489,0.722,56.55,51.067,73.407,0.53,23.4,1010,88,Rain,2021-01-04,8,1,4,1,50,2
2021-01-04 09:00:00,SN2-NAP50-599489,1.703,56.55,120.467,88.08,1.5,23.85,1010,91,Rain,2021-01-04,9,1,4,1,50,2
2021-01-04 10:00:00,SN2-NAP50-599489,3.177,56.55,224.733,89.393,2.84,24.89,1011,85,Clouds,2021-01-04,10,1,4,1,50,1
2021-01-04 11:00:00,SN2-NAP50-599489,3.861,56.55,273.133,89.99,3.91,25.21,1011,83,Clouds,2021-01-04,11,1,4,1,50,1
2021-01-04 12:00:00,SN2-NAP50-599489,6.348,56.55,449.0,84.279,5.35,26.15,1010,78,Clouds,2021-01-04,12,1,4,1,50,1
2021-01-04 13:00:00,SN2-NAP50-599489,6.848,56.55,484.393,89.99,7.33,27.24,1009,78,Clouds,2021-01-04,13,1,4,1,50,1
2021-01-04 14:00:00,SN2-NAP50-599489,3.948,56.55,279.269,67.376,2.66,27.25,1008,78,Clouds,2021-01-04,14,1,4,1,50,1
2021-01-04 15:00:00,SN2-NAP50-599489,1.468,56.55,103.828,89.99,1.57,27.66,1008,73,Clouds,2021-01-04,15,1,4,1,50,1
2021-01-04 16:00:00,SN2-NAP50-599489,1.425,56.55,100.818,55.439,0.79,27.66,1008,74,Rain,2021-01-04,16,1,4,1,50,2
2021-01-04 17:00:00,SN2-NAP50-599489,1.661,56.55,117.52,89.99,2.2,27.99,1008,69,Rain,2021-01-04,17,1,4,1,50,2
2021-01-04 18:00:00,SN2-NAP50-599489,0.566,56.55,40.0,89.99,1.24,27.12,1008,76,Rain,2021-01-04,18,1,4,1,50,2
2021-01-04 19:00:00,SN2-NAP50-599489,0.199,56.55,14.067,55.276,0.11,26.3,1008,83,Clouds,2021-01-04,19,1,4,1,50,1
2021-01-05 08:00:00,SN2-NAP50-599489,0.827,56.55,58.467,44.74,0.37,24.03,1009,88,Clouds,2021-01-05,8,1,5,1,50,1
2021-01-05 09:00:00,SN2-NAP50-599489,3.795,56.55,268.467,79.578,3.02,26.09,1009,80,Clouds,2021-01-05,9,1,5,1,50,1
2021-01-05 10:00:00,SN2-NAP50-599489,6.13,56.55,433.6,80.587,4.94,27.16,1010,76,Clouds,2021-01-05,10,1,5,1,50,1
2021-01-05 11:00:00,SN2-NAP50-599489,7.007,56.55,495.6,89.99,6.69,28.45,1009,70,Clouds,2021-01-05,11,1,5,1,50,1
2021-01-05 12:00:00,SN2-NAP50-599489,18.181,56.55,1286.0,38.172,6.94,29.54,1009,66,Clouds,2021-01-05,12,1,5,1,50,1
2021-01-05 13:00:00,SN2-NAP50-599489,12.082,56.55,854.6,80.202,9.69,30.18,1008,64,Clouds,2021-01-05,13,1,5,1,50,1
2021-01-05 14:00:00,SN2-NAP50-599489,9.488,56.55,671.133,89.99,10.16,30.23,1007,64,Rain,2021-01-05,14,1,5,1,50,2
2021-01-05 15:00:00,SN2-NAP50-599489,5.025,56.55,355.467,89.99,10.2,30.82,1007,62,Clouds,2021-01-05,15,1,5,1,50,1
2021-01-05 16:00:00,SN2-NAP50-599489,3.73,56.55,263.867,89.99,5.27,30.07,1006,66,Rain,2021-01-05,16,1,5,1,50,2
2021-01-05 17:00:00,SN2-NAP50-599489,1.736,56.55,122.793,89.99,2.11,27.9,1006,76,Rain,2021-01-05,17,1,5,1,50,2
2021-01-05 18:00:00,SN2-NAP50-599489,0.636,56.55,45.0,88.05,0.56,27.46,1007,76,Clouds,2021-01-05,18,1,5,1,50,1
2021-01-05 19:00:00,SN2-NAP50-599489,0.219,56.55,15.467,89.99,0.22,27.02,1007,78,Clouds,2021-01-05,19,1,5,1,50,1
2021-01-06 08:00:00,SN2-NAP50-599489,0.603,56.55,42.667,89.99,0.63,25.51,1009,85,Clouds,2021-01-06,8,1,6,1,50,1
2021-01-06 09:00:00,SN2-NAP50-599489,1.99,56.55,140.733,89.99,1.88,26.46,1009,83,Clouds,2021-01-06,9,1,6,1,50,1
2021-01-06 10:00:00,SN2-NAP50-599489,4.765,56.55,337.067,89.99,5.87,27.53,1010,76,Clouds,2021-01-06,10,1,6,1,50,1
2021-01-06 11:00:00,SN2-NAP50-599489,7.902,56.55,558.933,82.005,6.48,27.58,1010,76,Clouds,2021-01-06,11,1,6,1,50,1
2021-01-06 12:00:00,SN2-NAP50-599489,3.11,56.55,220.0,89.99,5.5,28.22,1009,74,Clouds,2021-01-06,12,1,6,1,50,1
2021-01-06 13:00:00,SN2-NAP50-599489,11.203,56.55,792.429,88.994,9.97,28.85,1008,70,Rain,2021-01-06,13,1,6,1,50,2
2021-01-06 14:00:00,SN2-NAP50-599489,3.902,56.55,276.0,89.99,4.15,28.91,1007,66,Rain,2021-01-06,14,1,6,1,50,2
2021-01-06 15:00:00,SN2-NAP50-599489,12.951,56.55,916.045,58.992,7.64,27.81,1006,74,Rain,2021-01-06,15,1,6,1,50,2
2021-01-06 16:00:00,SN2-NAP50-599489,3.927,56.55,277.773,74.102,2.91,28.97,1006,64,Rain,2021-01-06,16,1,6,1,50,2
2021-01-06 17:00:00,SN2-NAP50-599489,3.147,56.55,222.6,89.99,4.38,28.72,1005,66,Rain,2021-01-06,17,1,6,1,50,2
2021-01-06 18:00:00,SN2-NAP50-599489,1.414,56.55,100.0,89.99,1.67,28.26,1006,64,Rain,2021-01-06,18,1,6,1,50,2
2021-01-06 19:00:00,SN2-NAP50-599489,0.26,56.55,18.4,88.462,0.23,27.58,1007,65,Clouds,2021-01-06,19,1,6,1,50,1
2021-01-07 08:00:00,SN2-NAP50-599489,0.768,56.55,54.333,87.24,0.67,24.23,1008,94,Rain,2021-01-07,8,1,7,1,50,2
2021-01-07 09:00:00,SN2-NAP50-599489,1.926,56.55,136.2,89.99,2.06,24.61,1009,91,Rain,2021-01-07,9,1,7,1,50,2
2021-01-07 10:00:00,SN2-NAP50-599489,1.09,56.55,77.067,89.99,1.07,24.61,1010,91,Rain,2021-01-07,10,1,7,1,50,2
2021-01-07 11:00:00,SN2-NAP50-599489,1.241,56.55,87.8,89.99,1.29,25.08,1010,88,Rain,2021-01-07,11,1,7,1,50,2
2021-01-07 12:00:00,SN2-NAP50-599489,2.078,56.55,147.0,89.99,2.24,24.71,1010,92,Rain,2021-01-07,12,1,7,1,50,2
2021-01-07 13:00:00,SN2-NAP50-599489,2.037,56.55,144.067,89.99,1.96,24.89,1009,88,Rain,2021-01-07,13,1,7,1,50,2
